=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:24:38 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 475
 
Up threshold:   f_up_thr = 64
Up threshold:   f_up_thr = 31
Up threshold:   f_up_thr = 33
 
Up threshold:   f_up_thr = 324
Down threshold:   f_down_thr = 439
Up threshold:   f_up_thr = 377
Trial 1 started
time, up, down, lbl_up, lbl_down
14.1520, 367, 538, 0, 0
14.1780, 366, 538, 0, 0
14.2050, 367, 537, 0, 0
14.2300, 368, 537, 0, 0
14.2560, 368, 537, 0, 0
14.2820, 368, 537, 0, 0
14.3080, 369, 536, 0, 0
14.3350, 369, 536, 0, 0
14.3600, 369, 537, 0, 0
14.3860, 369, 536, 0, 0
14.4120, 369, 537, 0, 0
14.4380, 370, 537, 0, 0
14.4640, 370, 535, 0, 0
14.4900, 370, 536, 0, 0
14.5160, 369, 536, 0, 0
14.5420, 369, 536, 0, 0
14.5680, 370, 536, 0, 0
14.5940, 369, 536, 0, 0
14.6200, 369, 536, 0, 0
14.6460, 368, 537, 0, 0
14.6720, 370, 537, 0, 0
14.6980, 369, 536, 0, 0
14.7240, 368, 537, 0, 0
14.7500, 368, 537, 0, 0
14.7760, 369, 538, 0, 0
14.8030, 368, 537, 0, 0
14.8280, 368, 538, 0, 0
14.8540, 368, 537, 0, 0
14.8800, 368, 538, 0, 0
14.9060, 368, 537, 0, 0
14.9330, 367, 537, 0, 0
14.9580, 367, 538, 0, 0
14.9840, 366, 537, 0, 0
15.0100, 367, 538, 0, 0
15.0360, 367, 538, 0, 0
15.0620, 365, 538, 0, 0
15.0880, 366, 537, 0, 0
15.1140, 365, 538, 0, 0
15.1400, 363, 539, 0, 0
15.1660, 365, 539, 0, 0
15.1920, 365, 538, 0, 0
15.2180, 366, 538, 0, 0
15.2440, 365, 539, 0, 0
15.2700, 366, 539, 0, 0
15.2960, 367, 539, 0, 0
15.3220, 367, 538, 0, 0
15.3480, 366, 538, 0, 0
15.3740, 366, 539, 0, 0
15.4010, 365, 537, 0, 0
15.4260, 366, 538, 0, 0
15.4520, 367, 539, 0, 0
15.4780, 367, 539, 0, 0
15.5040, 366, 539, 0, 0
15.5310, 367, 540, 0, 0
15.5560, 367, 539, 0, 0
15.5820, 367, 541, 0, 0
15.6080, 367, 540, 0, 0
15.6340, 367, 541, 0, 0
15.6600, 366, 542, 0, 0
15.6860, 366, 542, 0, 0
15.7120, 367, 542, 0, 0
15.7380, 367, 542, 0, 0
15.7640, 367, 542, 0, 0
15.7900, 367, 541, 0, 0
15.8160, 368, 542, 0, 0
15.8420, 367, 543, 0, 0
15.8690, 367, 543, 0, 0
15.8940, 366, 543, 0, 0
15.9200, 366, 543, 0, 0
15.9460, 367, 542, 0, 0
15.9720, 366, 543, 0, 0
15.9990, 368, 542, 0, 0
16.0240, 368, 543, 0, 0
16.0500, 367, 542, 0, 0
16.0760, 367, 543, 0, 0
16.1020, 369, 542, 0, 0
16.1280, 368, 542, 0, 0
16.1540, 367, 543, 0, 0
16.1800, 367, 542, 0, 0
16.2060, 367, 544, 0, 0
16.2320, 366, 542, 0, 0
16.2580, 367, 541, 0, 0
16.2840, 367, 542, 0, 0
16.3100, 365, 541, 0, 0
16.3360, 366, 540, 0, 0
16.3620, 368, 540, 0, 0
16.3880, 367, 539, 0, 0
16.4140, 366, 539, 0, 0
16.4400, 365, 540, 0, 0
16.4670, 364, 539, 0, 0
16.4920, 364, 539, 0, 0
16.5180, 363, 538, 0, 0
16.5440, 363, 538, 0, 0
16.5700, 361, 537, 0, 0
16.5970, 362, 537, 0, 0
16.6220, 361, 536, 0, 0
16.6480, 361, 535, 0, 0
16.6740, 361, 535, 0, 0
16.7000, 360, 535, 0, 0
16.7260, 361, 535, 0, 0
16.7520, 360, 535, 0, 0
16.7780, 361, 536, 0, 0
16.8040, 362, 535, 0, 0
16.8300, 362, 535, 0, 0
16.8560, 364, 535, 0, 0
16.8820, 364, 535, 0, 0
16.9080, 364, 536, 0, 0
16.9340, 364, 536, 0, 0
16.9600, 365, 536, 0, 0
16.9860, 364, 536, 0, 0
17.0120, 365, 535, 0, 0
17.0380, 366, 535, 0, 0
17.0650, 365, 536, 0, 0
17.0900, 366, 535, 0, 0
17.1160, 367, 535, 0, 0
17.1420, 367, 535, 0, 0
17.1680, 367, 535, 0, 0
17.1950, 368, 535, 0, 0
17.2200, 368, 537, 0, 0
17.2460, 368, 536, 0, 0
17.2720, 367, 536, 0, 0
17.2980, 368, 535, 0, 0
17.3240, 367, 536, 0, 0
17.3500, 366, 537, 0, 0
17.3760, 365, 537, 0, 0
17.4020, 365, 537, 0, 0
17.4280, 365, 538, 0, 0
17.4540, 365, 539, 0, 0
17.4800, 364, 539, 0, 0
17.5060, 363, 539, 0, 0
17.5330, 364, 539, 0, 0
17.5580, 364, 541, 0, 0
17.5840, 364, 541, 0, 0
17.6100, 364, 540, 0, 0
17.6360, 364, 541, 0, 0
17.6630, 364, 541, 0, 0
17.6880, 364, 542, 0, 0
17.7140, 364, 542, 0, 0
17.7400, 363, 543, 0, 0
17.7660, 363, 544, 0, 0
17.7920, 363, 543, 0, 0
17.8180, 363, 543, 0, 0
17.8440, 363, 543, 0, 0
17.8700, 363, 543, 0, 0
17.8960, 363, 544, 0, 0
17.9220, 364, 543, 0, 0
17.9480, 365, 543, 0, 0
17.9740, 365, 543, 0, 0
18.0000, 364, 543, 0, 0
18.0260, 365, 543, 0, 0
18.0520, 365, 543, 0, 0
18.0780, 366, 543, 0, 0
18.1040, 366, 542, 0, 0
18.1310, 367, 542, 0, 0
18.1560, 367, 542, 0, 0
18.1820, 367, 543, 0, 0
18.2080, 367, 542, 0, 0
18.2340, 367, 542, 0, 0
18.2610, 367, 542, 0, 0
18.2860, 368, 542, 0, 0
18.3120, 368, 543, 0, 0
18.3380, 367, 543, 0, 0
18.3640, 368, 543, 0, 0
18.3900, 368, 543, 0, 0
18.4160, 368, 543, 0, 0
18.4420, 368, 542, 0, 0
18.4680, 368, 541, 0, 0
18.4940, 367, 542, 0, 0
18.5200, 368, 542, 0, 0
18.5460, 368, 541, 0, 0
18.5720, 367, 540, 0, 0
18.5980, 367, 540, 0, 0
18.6240, 367, 537, 0, 0
18.6500, 367, 537, 0, 0
18.6760, 366, 535, 0, 0
18.7020, 365, 534, 0, 0
18.7290, 364, 533, 0, 0
18.7540, 363, 531, 0, 1
18.7800, 362, 531, 0, 1
18.8060, 362, 530, 0, 1
18.8320, 361, 530, 0, 1
18.8590, 362, 529, 0, 1
18.8840, 361, 528, 0, 1
18.9100, 361, 528, 0, 1
18.9360, 362, 526, 0, 1
18.9620, 361, 526, 0, 1
18.9880, 360, 524, 0, 1
19.0140, 360, 525, 0, 1
19.0400, 361, 524, 0, 1
19.0660, 361, 524, 0, 1
19.0920, 360, 525, 0, 1
19.1180, 361, 524, 0, 1
19.1440, 362, 526, 0, 1
19.1700, 360, 526, 0, 1
19.1970, 360, 527, 0, 1
19.2220, 359, 527, 0, 1
19.2480, 359, 528, 0, 1
19.2740, 359, 528, 0, 1
19.3000, 358, 528, 0, 1
19.3270, 360, 528, 0, 1
19.3520, 360, 528, 0, 1
19.3780, 360, 529, 0, 1
19.4040, 362, 528, 0, 1
19.4300, 362, 528, 0, 1
19.4560, 362, 528, 0, 1
19.4820, 363, 528, 0, 1
19.5080, 362, 529, 0, 1
19.5340, 363, 529, 0, 1
19.5600, 363, 529, 0, 1
19.5860, 363, 529, 0, 1
19.6120, 363, 530, 0, 1
19.6380, 362, 530, 0, 1
19.6640, 362, 530, 0, 1
19.6900, 361, 531, 0, 1
19.7160, 361, 532, 0, 0
19.7420, 359, 532, 0, 0
19.7680, 359, 533, 0, 0
19.7950, 359, 533, 0, 0
19.8200, 360, 534, 0, 0
19.8460, 360, 535, 0, 0
19.8720, 360, 535, 0, 0
19.8980, 360, 535, 0, 0
19.9250, 361, 536, 0, 0
19.9500, 361, 536, 0, 0
19.9760, 359, 535, 0, 0
20.0020, 361, 536, 0, 0
20.0280, 359, 536, 0, 0
20.0540, 360, 538, 0, 0
20.0800, 361, 537, 0, 0
20.1060, 361, 537, 0, 0
20.1320, 361, 539, 0, 0
20.1580, 361, 539, 0, 0
20.1840, 362, 538, 0, 0
20.2100, 362, 539, 0, 0
20.2360, 362, 538, 0, 0
20.2620, 362, 538, 0, 0
20.2880, 362, 539, 0, 0
20.3140, 362, 539, 0, 0
20.3400, 363, 538, 0, 0
20.3660, 363, 539, 0, 0
20.3930, 364, 539, 0, 0
20.4180, 363, 539, 0, 0
20.4440, 364, 539, 0, 0
20.4700, 364, 539, 0, 0
20.4960, 364, 538, 0, 0
20.5230, 364, 538, 0, 0
20.5480, 364, 538, 0, 0
20.5740, 364, 537, 0, 0
20.6000, 365, 537, 0, 0
20.6260, 365, 539, 0, 0
20.6520, 365, 538, 0, 0
20.6780, 365, 539, 0, 0
20.7040, 365, 539, 0, 0
20.7300, 366, 539, 0, 0
20.7560, 366, 539, 0, 0
20.7820, 366, 539, 0, 0
20.8080, 364, 540, 0, 0
20.8340, 365, 540, 0, 0
20.8610, 365, 540, 0, 0
20.8860, 366, 539, 0, 0
20.9120, 366, 539, 0, 0
20.9380, 366, 538, 0, 0
20.9640, 367, 539, 0, 0
20.9910, 368, 538, 0, 0
21.0160, 366, 537, 0, 0
21.0420, 367, 537, 0, 0
21.0680, 366, 536, 0, 0
21.0940, 366, 534, 0, 0
21.1200, 365, 534, 0, 0
21.1460, 363, 533, 0, 0
21.1720, 364, 532, 0, 0
21.1980, 363, 531, 0, 1
21.2240, 363, 531, 0, 1
21.2500, 363, 530, 0, 1
21.2760, 363, 529, 0, 1
21.3020, 361, 529, 0, 1
21.3280, 362, 529, 0, 1
21.3540, 363, 529, 0, 1
21.3800, 362, 530, 0, 1
21.4060, 363, 529, 0, 1
21.4320, 363, 529, 0, 1
21.4590, 363, 529, 0, 1
21.4840, 363, 531, 0, 1
21.5100, 363, 530, 0, 1
21.5360, 363, 530, 0, 1
21.5620, 364, 530, 0, 1
21.5890, 364, 530, 0, 1
21.6140, 364, 531, 0, 1
21.6400, 364, 531, 0, 1
21.6660, 363, 531, 0, 1
21.6920, 362, 530, 0, 1
21.7180, 364, 531, 0, 1
21.7440, 362, 531, 0, 1
21.7700, 363, 531, 0, 1
21.7960, 362, 531, 0, 1
21.8220, 363, 532, 0, 0
21.8480, 362, 532, 0, 0
21.8740, 363, 532, 0, 0
21.9000, 362, 532, 0, 0
21.9260, 362, 532, 0, 0
21.9520, 361, 533, 0, 0
21.9780, 360, 533, 0, 0
22.0040, 360, 533, 0, 0
22.0300, 360, 533, 0, 0
22.0570, 360, 534, 0, 0
22.0820, 360, 534, 0, 0
22.1080, 359, 535, 0, 0
22.1340, 358, 535, 0, 0
22.1600, 358, 535, 0, 0
22.1870, 358, 535, 0, 0
22.2120, 358, 536, 0, 0
22.2380, 359, 536, 0, 0
22.2640, 357, 536, 0, 0
22.2900, 357, 537, 0, 0
22.3160, 356, 537, 0, 0
22.3420, 358, 539, 0, 0
22.3680, 358, 538, 0, 0
22.3940, 358, 538, 0, 0
22.4200, 359, 539, 0, 0
22.4460, 358, 539, 0, 0
22.4720, 357, 540, 0, 0
22.4980, 356, 541, 0, 0
22.5250, 356, 541, 0, 0
22.5500, 356, 541, 0, 0
22.5760, 357, 542, 0, 0
22.6020, 357, 542, 0, 0
22.6280, 357, 541, 0, 0
22.6550, 357, 541, 0, 0
22.6800, 358, 541, 0, 0
22.7060, 358, 541, 0, 0
22.7320, 358, 540, 0, 0
22.7580, 358, 540, 0, 0
22.7840, 359, 541, 0, 0
22.8100, 359, 540, 0, 0
22.8360, 360, 541, 0, 0
22.8620, 359, 540, 0, 0
22.8880, 360, 540, 0, 0
22.9140, 360, 542, 0, 0
22.9400, 360, 540, 0, 0
22.9660, 361, 541, 0, 0
22.9920, 360, 540, 0, 0
23.0180, 362, 540, 0, 0
23.0440, 361, 540, 0, 0
23.0700, 361, 540, 0, 0
23.0960, 362, 540, 0, 0
23.1230, 361, 540, 0, 0
23.1480, 362, 540, 0, 0
23.1740, 363, 541, 0, 0
23.2000, 363, 541, 0, 0
23.2260, 363, 540, 0, 0
23.2530, 362, 540, 0, 0
23.2780, 362, 541, 0, 0
23.3040, 363, 540, 0, 0
23.3300, 363, 539, 0, 0
23.3560, 362, 539, 0, 0
23.3820, 363, 539, 0, 0
23.4080, 363, 539, 0, 0
23.4340, 364, 539, 0, 0
23.4600, 363, 538, 0, 0
23.4860, 365, 538, 0, 0
23.5120, 365, 538, 0, 0
23.5380, 364, 537, 0, 0
23.5640, 365, 537, 0, 0
23.5900, 365, 538, 0, 0
23.6160, 366, 538, 0, 0
23.6420, 365, 537, 0, 0
23.6680, 366, 535, 0, 0
23.6940, 367, 535, 0, 0
23.7210, 366, 535, 0, 0
23.7460, 366, 534, 0, 0
23.7720, 366, 534, 0, 0
23.7980, 367, 533, 0, 0
23.8240, 366, 532, 0, 0
23.8510, 367, 533, 0, 0
23.8760, 367, 531, 0, 1
23.9020, 366, 532, 0, 0
23.9280, 366, 533, 0, 0
23.9540, 366, 532, 0, 0
23.9800, 367, 532, 0, 0
24.0060, 367, 532, 0, 0
24.0320, 366, 532, 0, 0
24.0580, 367, 531, 0, 1
24.0840, 367, 532, 0, 0
24.1100, 367, 532, 0, 0
24.1360, 367, 532, 0, 0
24.1620, 366, 534, 0, 0
24.1890, 367, 532, 0, 0
24.2140, 368, 532, 0, 0
24.2400, 367, 533, 0, 0
24.2660, 367, 532, 0, 0
24.2920, 367, 532, 0, 0
24.3190, 368, 533, 0, 0
24.3440, 367, 533, 0, 0
24.3700, 368, 533, 0, 0
24.3960, 368, 533, 0, 0
24.4220, 368, 533, 0, 0
24.4480, 368, 533, 0, 0
24.4740, 368, 532, 0, 0
24.5000, 367, 533, 0, 0
24.5260, 368, 532, 0, 0
24.5520, 367, 533, 0, 0
24.5780, 368, 533, 0, 0
24.6040, 367, 534, 0, 0
24.6300, 368, 533, 0, 0
24.6560, 368, 533, 0, 0
24.6820, 369, 533, 0, 0
24.7080, 368, 533, 0, 0
24.7340, 368, 533, 0, 0
24.7600, 369, 533, 0, 0
24.7870, 367, 533, 0, 0
24.8120, 369, 533, 0, 0
24.8380, 369, 533, 0, 0
24.8640, 369, 532, 0, 0
24.8900, 369, 533, 0, 0
24.9170, 368, 534, 0, 0
24.9420, 368, 533, 0, 0
24.9680, 369, 533, 0, 0
Trial 1 ended
Trial 2 started
time, up, down, lbl_up, lbl_down
0.0000, 372, 526, 0, 1
0.0090, 373, 524, 0, 1
0.0350, 371, 526, 0, 1
0.0600, 371, 525, 0, 1
0.0840, 370, 526, 0, 1
0.1100, 370, 527, 0, 1
0.1340, 370, 525, 0, 1
0.1600, 371, 526, 0, 1
0.1840, 370, 526, 0, 1
0.2090, 369, 527, 0, 1
0.2350, 369, 527, 0, 1
0.2590, 370, 527, 0, 1
0.2840, 370, 527, 0, 1
0.3090, 371, 527, 0, 1
0.3340, 372, 528, 0, 1
0.3600, 371, 528, 0, 1
0.3840, 371, 528, 0, 1
0.4090, 371, 529, 0, 1
0.4340, 371, 529, 0, 1
0.4590, 371, 530, 0, 1
0.4830, 369, 532, 0, 0
0.5090, 371, 532, 0, 0
0.5340, 371, 532, 0, 0
0.5590, 371, 533, 0, 0
0.5840, 371, 533, 0, 0
0.6080, 371, 533, 0, 0
0.6340, 371, 533, 0, 0
0.6590, 371, 534, 0, 0
0.6830, 372, 533, 0, 0
0.7090, 373, 534, 0, 0
0.7330, 372, 534, 0, 0
0.7590, 373, 534, 0, 0
0.7840, 374, 534, 0, 0
0.8080, 375, 533, 0, 0
0.8340, 375, 534, 0, 0
0.8580, 377, 534, 0, 0
0.8830, 377, 534, 0, 0
0.9080, 378, 534, 0, 0
0.9330, 379, 533, 0, 0
0.9590, 380, 534, 0, 0
0.9830, 380, 534, 0, 0
1.0080, 381, 534, 0, 0
1.0330, 383, 532, 0, 0
1.0580, 383, 534, 0, 0
1.0830, 383, 532, 0, 0
1.1080, 383, 532, 0, 0
1.1330, 383, 532, 0, 0
1.1580, 384, 532, 0, 0
1.1830, 383, 532, 0, 0
1.2070, 384, 533, 0, 0
1.2330, 384, 531, 0, 1
1.2580, 385, 532, 0, 0
1.2820, 385, 532, 0, 0
1.3080, 384, 532, 0, 0
1.3320, 385, 532, 0, 0
1.3580, 385, 532, 0, 0
1.3830, 385, 532, 0, 0
1.4070, 385, 532, 0, 0
1.4330, 384, 532, 0, 0
1.4570, 385, 532, 0, 0
1.4820, 385, 532, 0, 0
1.5070, 386, 533, 0, 0
1.5320, 386, 533, 0, 0
1.5580, 386, 532, 0, 0
1.5820, 386, 532, 0, 0
1.6070, 386, 532, 0, 0
1.6320, 386, 533, 0, 0
1.6570, 388, 532, 0, 0
1.6820, 387, 532, 0, 0
1.7070, 387, 532, 0, 0
1.7320, 389, 531, 0, 1
1.7570, 389, 532, 0, 0
1.7820, 388, 532, 0, 0
1.8060, 390, 532, 0, 0
1.8320, 389, 533, 0, 0
1.8570, 389, 533, 0, 0
1.8810, 386, 534, 0, 0
1.9070, 387, 533, 0, 0
1.9310, 389, 533, 0, 0
1.9570, 388, 534, 0, 0
1.9820, 388, 534, 0, 0
2.0060, 386, 534, 0, 0
2.0320, 386, 533, 0, 0
2.0560, 383, 533, 0, 0
2.0810, 378, 533, 0, 0
2.1070, 377, 533, 0, 0
2.1310, 375, 533, 0, 0
2.1570, 372, 531, 0, 1
2.1810, 370, 529, 0, 1
2.2060, 368, 529, 0, 1
2.2310, 366, 529, 0, 1
2.2560, 364, 530, 0, 1
2.2810, 365, 529, 0, 1
2.3060, 366, 529, 0, 1
2.3310, 362, 528, 0, 1
2.3560, 362, 528, 0, 1
2.3810, 363, 528, 0, 1
2.4060, 363, 527, 0, 1
2.4310, 362, 528, 0, 1
2.4560, 363, 529, 0, 1
2.4800, 363, 528, 0, 1
2.5060, 364, 529, 0, 1
2.5300, 364, 529, 0, 1
2.5560, 364, 529, 0, 1
2.5810, 364, 528, 0, 1
2.6050, 364, 529, 0, 1
2.6310, 365, 529, 0, 1
2.6550, 364, 529, 0, 1
2.6800, 363, 530, 0, 1
2.7060, 363, 529, 0, 1
2.7300, 363, 529, 0, 1
2.7560, 363, 530, 0, 1
2.7800, 362, 530, 0, 1
2.8050, 363, 530, 0, 1
2.8300, 363, 530, 0, 1
2.8550, 362, 531, 0, 1
2.8800, 363, 531, 0, 1
2.9050, 364, 531, 0, 1
2.9300, 365, 533, 0, 0
2.9550, 366, 533, 0, 0
2.9800, 365, 533, 0, 0
3.0050, 365, 534, 0, 0
3.0300, 365, 533, 0, 0
3.0550, 366, 535, 0, 0
3.0790, 365, 535, 0, 0
3.1050, 365, 536, 0, 0
3.1290, 366, 535, 0, 0
3.1550, 365, 536, 0, 0
3.1800, 365, 536, 0, 0
3.2040, 366, 536, 0, 0
3.2300, 367, 537, 0, 0
3.2540, 367, 537, 0, 0
3.2790, 368, 537, 0, 0
3.3050, 368, 537, 0, 0
3.3290, 369, 537, 0, 0
3.3550, 368, 537, 0, 0
3.3790, 368, 538, 0, 0
3.4040, 367, 538, 0, 0
3.4300, 367, 538, 0, 0
3.4540, 368, 538, 0, 0
3.4790, 367, 539, 0, 0
3.5040, 367, 539, 0, 0
3.5290, 368, 539, 0, 0
3.5540, 368, 538, 0, 0
3.5790, 368, 539, 0, 0
3.6040, 369, 539, 0, 0
3.6290, 369, 539, 0, 0
3.6540, 370, 539, 0, 0
3.6780, 370, 538, 0, 0
3.7040, 370, 538, 0, 0
3.7290, 371, 539, 0, 0
3.7540, 371, 539, 0, 0
3.7790, 372, 539, 0, 0
3.8030, 372, 538, 0, 0
3.8290, 372, 538, 0, 0
3.8530, 373, 539, 0, 0
3.8780, 374, 537, 0, 0
3.9040, 374, 538, 0, 0
3.9280, 374, 538, 0, 0
3.9540, 375, 537, 0, 0
3.9780, 375, 536, 0, 0
4.0030, 377, 537, 0, 0
4.0290, 378, 536, 0, 0
4.0530, 378, 536, 0, 0
4.0780, 378, 537, 0, 0
4.1030, 377, 536, 0, 0
4.1280, 379, 536, 0, 0
4.1530, 378, 536, 0, 0
4.1780, 379, 535, 0, 0
4.2030, 380, 535, 0, 0
4.2280, 381, 536, 0, 0
4.2530, 381, 534, 0, 0
4.2770, 383, 534, 0, 0
4.3030, 382, 533, 0, 0
4.3280, 384, 534, 0, 0
4.3530, 386, 532, 0, 0
4.3780, 388, 532, 0, 0
4.4020, 390, 532, 0, 0
4.4280, 391, 531, 0, 1
4.4530, 393, 531, 0, 1
4.4770, 394, 531, 0, 1
4.5030, 394, 533, 0, 0
4.5270, 396, 533, 0, 0
4.5530, 396, 533, 0, 0
4.5770, 394, 532, 0, 0
4.6020, 396, 533, 0, 0
4.6280, 395, 532, 0, 0
4.6520, 395, 533, 0, 0
4.6770, 395, 533, 0, 0
4.7020, 394, 532, 0, 0
4.7270, 394, 531, 0, 1
4.7530, 395, 530, 0, 1
4.7770, 394, 531, 0, 1
4.8020, 395, 530, 0, 1
4.8270, 395, 530, 0, 1
4.8520, 394, 530, 0, 1
4.8760, 394, 530, 0, 1
4.9020, 394, 529, 0, 1
4.9270, 393, 530, 0, 1
4.9520, 394, 528, 0, 1
4.9770, 392, 527, 0, 1
5.0010, 390, 528, 0, 1
5.0270, 390, 527, 0, 1
5.0520, 390, 528, 0, 1
5.0760, 389, 528, 0, 1
5.1020, 389, 528, 0, 1
5.1260, 389, 528, 0, 1
5.1520, 390, 527, 0, 1
5.1760, 389, 529, 0, 1
5.2010, 388, 527, 0, 1
5.2270, 388, 527, 0, 1
5.2510, 387, 527, 0, 1
5.2760, 384, 528, 0, 1
5.3010, 381, 528, 0, 1
5.3260, 376, 528, 0, 1
5.3520, 376, 529, 0, 1
5.3760, 375, 529, 0, 1
5.4010, 374, 530, 0, 1
5.4260, 373, 529, 0, 1
5.4510, 372, 530, 0, 1
5.4750, 366, 531, 0, 1
5.5010, 365, 532, 0, 0
5.5260, 365, 532, 0, 0
5.5510, 367, 532, 0, 0
5.5760, 363, 532, 0, 0
5.6000, 362, 534, 0, 0
5.6260, 362, 533, 0, 0
5.6510, 356, 534, 0, 0
5.6750, 353, 533, 0, 0
5.7010, 353, 534, 0, 0
5.7250, 352, 534, 0, 0
5.7510, 350, 534, 0, 0
5.7760, 350, 535, 0, 0
5.8000, 352, 535, 0, 0
5.8260, 353, 535, 0, 0
5.8500, 351, 536, 0, 0
5.8750, 351, 536, 0, 0
5.9000, 352, 535, 0, 0
5.9250, 353, 535, 0, 0
5.9510, 352, 536, 0, 0
5.9750, 352, 535, 0, 0
6.0000, 352, 536, 0, 0
6.0250, 353, 536, 0, 0
6.0500, 352, 536, 0, 0
6.0750, 353, 536, 0, 0
6.1000, 353, 537, 0, 0
6.1250, 354, 536, 0, 0
6.1500, 354, 536, 0, 0
6.1750, 354, 537, 0, 0
6.1990, 355, 538, 0, 0
6.2250, 354, 537, 0, 0
6.2500, 355, 536, 0, 0
6.2740, 355, 537, 0, 0
6.3000, 355, 537, 0, 0
6.3240, 356, 537, 0, 0
6.3500, 355, 537, 0, 0
6.3750, 358, 536, 0, 0
6.3990, 358, 536, 0, 0
6.4250, 358, 535, 0, 0
6.4490, 359, 535, 0, 0
6.4740, 360, 534, 0, 0
6.4990, 359, 533, 0, 0
6.5240, 361, 533, 0, 0
6.5500, 361, 533, 0, 0
6.5740, 361, 533, 0, 0
6.5990, 361, 533, 0, 0
6.6240, 363, 532, 0, 0
6.6490, 363, 533, 0, 0
6.6740, 362, 533, 0, 0
6.6990, 363, 533, 0, 0
6.7240, 363, 533, 0, 0
6.7490, 363, 533, 0, 0
6.7740, 363, 533, 0, 0
6.7980, 364, 533, 0, 0
6.8240, 363, 532, 0, 0
6.8490, 365, 531, 0, 1
6.8730, 365, 532, 0, 0
6.8990, 364, 533, 0, 0
6.9230, 364, 531, 0, 1
6.9490, 366, 531, 0, 1
6.9740, 366, 532, 0, 0
6.9980, 366, 531, 0, 1
7.0240, 366, 531, 0, 1
7.0480, 366, 530, 0, 1
7.0730, 367, 531, 0, 1
7.0990, 366, 530, 0, 1
7.1230, 367, 530, 0, 1
7.1490, 367, 530, 0, 1
7.1730, 367, 528, 0, 1
7.1980, 367, 527, 0, 1
7.2230, 368, 528, 0, 1
7.2480, 368, 527, 0, 1
7.2730, 368, 527, 0, 1
7.2980, 368, 526, 0, 1
7.3230, 369, 527, 0, 1
7.3480, 368, 526, 0, 1
7.3730, 368, 526, 0, 1
7.3980, 368, 527, 0, 1
7.4230, 368, 528, 0, 1
7.4480, 368, 527, 0, 1
7.4720, 368, 528, 0, 1
7.4980, 368, 528, 0, 1
7.5220, 366, 528, 0, 1
7.5480, 366, 528, 0, 1
7.5730, 366, 528, 0, 1
7.5970, 367, 529, 0, 1
7.6230, 367, 529, 0, 1
7.6470, 366, 528, 0, 1
7.6720, 368, 529, 0, 1
7.6980, 367, 529, 0, 1
7.7220, 366, 528, 0, 1
7.7480, 366, 529, 0, 1
7.7720, 366, 529, 0, 1
7.7970, 366, 529, 0, 1
7.8220, 367, 530, 0, 1
7.8470, 366, 530, 0, 1
7.8720, 364, 530, 0, 1
7.8970, 364, 530, 0, 1
7.9220, 364, 531, 0, 1
7.9470, 363, 531, 0, 1
7.9720, 362, 532, 0, 0
7.9970, 362, 532, 0, 0
8.0220, 362, 533, 0, 0
8.0470, 362, 534, 0, 0
8.0710, 360, 534, 0, 0
8.0970, 361, 535, 0, 0
8.1210, 362, 535, 0, 0
8.1470, 362, 535, 0, 0
8.1720, 362, 535, 0, 0
8.1960, 362, 536, 0, 0
8.2220, 362, 536, 0, 0
8.2460, 363, 536, 0, 0
8.2710, 363, 537, 0, 0
8.2970, 362, 537, 0, 0
8.3210, 362, 536, 0, 0
8.3470, 363, 537, 0, 0
8.3710, 362, 538, 0, 0
8.3960, 363, 537, 0, 0
8.4220, 362, 537, 0, 0
8.4460, 362, 538, 0, 0
8.4710, 362, 538, 0, 0
8.4960, 362, 539, 0, 0
8.5210, 362, 539, 0, 0
8.5460, 362, 539, 0, 0
8.5710, 363, 539, 0, 0
8.5960, 363, 539, 0, 0
8.6210, 363, 539, 0, 0
8.6460, 364, 539, 0, 0
8.6700, 364, 540, 0, 0
8.6960, 364, 540, 0, 0
8.7210, 364, 539, 0, 0
8.7460, 364, 540, 0, 0
8.7710, 365, 539, 0, 0
8.7950, 365, 539, 0, 0
8.8210, 365, 539, 0, 0
8.8450, 365, 539, 0, 0
8.8700, 366, 539, 0, 0
8.8960, 366, 539, 0, 0
8.9200, 366, 539, 0, 0
8.9460, 366, 538, 0, 0
8.9700, 368, 537, 0, 0
8.9950, 368, 538, 0, 0
9.0210, 368, 538, 0, 0
9.0450, 368, 538, 0, 0
9.0700, 370, 538, 0, 0
9.0950, 367, 539, 0, 0
9.1200, 369, 539, 0, 0
9.1450, 369, 539, 0, 0
9.1700, 367, 539, 0, 0
9.1950, 368, 539, 0, 0
9.2200, 368, 539, 0, 0
9.2450, 367, 539, 0, 0
9.2690, 366, 539, 0, 0
9.2950, 367, 540, 0, 0
9.3200, 368, 539, 0, 0
9.3450, 367, 539, 0, 0
9.3700, 368, 538, 0, 0
9.3940, 368, 537, 0, 0
9.4200, 368, 537, 0, 0
9.4450, 369, 537, 0, 0
9.4690, 368, 538, 0, 0
9.4950, 368, 536, 0, 0
9.5190, 368, 536, 0, 0
9.5450, 369, 535, 0, 0
9.5690, 369, 535, 0, 0
9.5940, 368, 535, 0, 0
9.6200, 370, 533, 0, 0
9.6440, 370, 533, 0, 0
9.6690, 370, 532, 0, 0
9.6940, 369, 531, 0, 1
9.7190, 370, 531, 0, 1
